279.782	0.00313758
281.925	0.00895674
284.068	0.00997725
286.21	0.012104
288.352	-0.0064404
290.493	0.00971208
292.633	0.0029774
294.773	-0.0155693
296.911	-0.00421905
299.05	-0.00689446
301.187	-0.003297
303.324	0.00103867
305.46	-0.00533153
307.596	-0.00284262
309.731	0.00185983
311.865	-0.00377445
313.999	-0.00165702
316.132	-0.000279008
318.264	-0.00037868
320.396	-0.00306224
322.527	-0.0061161
324.657	0.000426218
326.787	-0.00299799
328.916	-0.0075307
331.044	-0.0128027
333.172	0.010717
335.299	-0.00710656
337.425	-0.0253005
339.551	-0.00547428
341.676	0.000323933
343.8	-0.0134428
345.924	-0.0131826
348.047	-0.00369551
350.17	-0.0122956
352.292	-0.0083465
354.413	-0.0147342
356.533	-0.021123
358.653	-0.0086863
360.772	-0.0124924
362.891	-0.0155603
365.009	-0.017891
367.126	-0.0183772
369.243	-0.00594407
371.359	0.00611881
373.474	-0.00544364
375.589	-0.0136839
377.703	0.00354442
379.816	-0.0135572
381.929	0.00440817
384.041	-0.000513498
386.152	-0.00543625
388.263	0.00536911
390.373	-0.000838917
392.483	0.00396104
394.592	0.0010092
396.7	-0.0119093
398.807	-0.00341857
400.914	0.00396478
403.021	0.0117172
405.126	0.0191002
407.231	0.00802685
409.336	0.00655079
411.439	0.0157791
413.543	0.0098733
415.645	0.012088
417.747	0.0161483
419.848	0.00691983
421.948	0.00802676
424.048	0.00987199
426.148	0.00691852
428.246	0.00396474
430.344	0.00322567
432.442	-0.00563415
434.538	-9.84099e-005
436.634	-0.00342168
438.73	-0.00157717
440.825	-0.000503359
442.919	-0.00395974
445.012	-0.00174191
447.105	0.00859676
449.197	0.0001099
451.289	-0.000994418
453.38	0.00306909
455.47	0.0063943
457.56	-0.00467645
459.649	0.00344741
461.738	-0.00060988
463.826	0.0126818
465.913	0.00308752
467.999	0.0123188
470.085	0.00309365
472.171	-0.0138831
474.255	0.000885013
476.34	0.00310284
478.423	-0.002431
480.506	-0.00501183
482.588	0.00458854
484.67	0.00348422
486.75	0.011239
488.831	0.0138259
490.91	0.0160437
492.99	0.0245367
495.068	0.0201103
497.146	0.0108852
499.223	0.013103
501.3	0.0227034
503.375	0.0142164
505.451	0.0101591
507.526	0.00831654
